
中央频道,#genre#
湖南卫视,http://39.135.34.144:8080/000000001000/1000000001000032695/index.m3u8?test/PLTV/=02
江苏卫视,http://39.135.34.144:8080/000000001000/1000000001000004684/index.m3u8?test/PLTV/=02
江西卫视,http://39.135.34.144:8080/000000001000/1000000001000013731/index.m3u8?test/PLTV/=02
辽宁卫视,http://39.135.34.144:8080/000000001000/1000000002000024033/index.m3u8?test/PLTV/=02
山东卫视,http://39.135.34.144:8080/000000001000/1000000001000012807/index.m3u8?test/PLTV/=02
深圳卫视,http://39.135.34.144:8080/000000001000/1000000001000011645/index.m3u8?test/PLTV/=02
天津卫视,http://39.135.34.144:8080/000000001000/1000000001000000831/index.m3u8?test/PLTV/=02
浙江卫视,http://39.135.34.144:8080/000000001000/1000000001000014260/index.m3u8?test/PLTV/=02


卫视|西安移动高清（25帧）
安徽卫视,http://111.20.33.70/PLTV/88888893/224/3221226196/index.m3u8
北京卫视,http://111.20.33.70/PLTV/88888893/224/3221226222/index.m3u8
重庆卫视,http://111.20.33.70/PLTV/88888893/224/3221226202/index.m3u8
东方卫视,http://111.20.33.70/PLTV/88888893/224/3221226217/index.m3u8
广东卫视,http://111.20.33.70/PLTV/88888893/224/3221226216/index.m3u8
黑龙江卫视,http://111.20.33.70/PLTV/88888893/224/3221226215/index.m3u8
湖北卫视,http://111.20.33.70/PLTV/88888893/224/3221226206/index.m3u8
湖南卫视,http://111.20.33.70/PLTV/88888893/224/3221226211/index.m3u8
江苏卫视,http://111.20.33.70/PLTV/88888893/224/3221226200/index.m3u8
辽宁卫视,http://111.20.33.70/PLTV/88888893/224/3221226210/index.m3u8
山东卫视,http://111.20.33.70/PLTV/88888893/224/3221226209/index.m3u8
深圳卫视,http://111.20.33.70/PLTV/88888893/224/3221226205/index.m3u8
天津卫视,http://111.20.33.70/PLTV/88888893/224/3221226204/index.m3u8
浙江卫视,http://111.20.33.70/PLTV/88888893/224/3221226199/index.m3u8

卫视|北京移动
北京卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225889/index.m3u8
北京卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225907/index.m3u8
东方卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225718/index.m3u8
河北卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225773/index.m3u8
湖北卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225954/index.m3u8
江苏卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225722/index.m3u8
江西卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225669/index.m3u8
辽宁卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225958/index.m3u8
宁夏卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225782/index.m3u8
山东卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225672/index.m3u8
山东卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225949/index.m3u8
天津卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225675/index.m3u8
浙江卫视,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225928/index.m3u8

卫视|江西茁壮
安徽卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000132&playtoken=ABCDEFGH&auth=no
北京卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000139&playtoken=ABCDEFGH&auth=no
重庆卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000152&playtoken=ABCDEFGH&auth=no
东方卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000135&playtoken=ABCDEFGH&auth=no
河北卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000164&playtoken=ABCDEFGH&auth=no
黑龙江卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000138&playtoken=ABCDEFGH&auth=no
湖北卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000144&playtoken=ABCDEFGH&auth=no
湖南卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000140&playtoken=ABCDEFGH&auth=no
吉林卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000293&playtoken=ABCDEFGH&auth=no
江苏卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000141&playtoken=ABCDEFGH&auth=no
江西卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000150&playtoken=ABCDEFGH&auth=no
辽宁卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000145&playtoken=ABCDEFGH&auth=no
山西卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000133&playtoken=ABCDEFGH&auth=no
深圳卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000137&playtoken=ABCDEFGH&auth=no
四川卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000154&playtoken=ABCDEFGH&auth=no
天津卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000134&playtoken=ABCDEFGH&auth=no
浙江卫视,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000142&playtoken=ABCDEFGH&auth=no

卫视|其余杂源
甘肃卫视,http://39.134.32.102:6610/270000001111/1110000322/index.m3u8?IASHttpSessionId=OTT
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w544078748.m3u8
吉林卫视,http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8?
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
北京卫视,http://111.13.42.234/PLTV/88888888/224/3221226436/1.m3u8
东方卫视,http://111.13.42.234/PLTV/88888888/224/3221226898/1.m3u8
东南卫视,http://111.13.42.234/PLTV/88888888/224/3221226406/1.m3u8
贵州卫视,http://111.13.42.234/PLTV/88888888/224/3221226497/1.m3u8
山东卫视,http://111.13.42.234/PLTV/88888888/224/3221226501/1.m3u8
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
海南卫视,http://218.104.239.114:9901/tsfile/live/1002_1.m3u8

港台频道,#genre#
凤凰中文,http://116.11.155.129:8181/tsfile/live/1001_1.m3u8
凤凰资讯,http://116.11.155.129:8181/tsfile/live/1000_1.m3u8
凤凰香港,http://116.11.155.129:8181/tsfile/live/1002_1.m3u8
凤凰中文,https://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://218.104.239.114:9901/tsfile/live/1013_1.m3u8
凤凰中文,http://175.154.201.15:5003/custom19.m3u8
凤凰资讯,http://116.11.155.129:8181/tsfile/live/1000_1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?zgangd
凤凰资讯,http://175.154.201.15:5003/custom72.m3u8
凤凰香港,http://iptv.weai.love/live?type=gdjy&ipdz=120.84.96,i&tvid=fhxg
翡翠台,http://iptv.weai.love/live?type=gdjy&ipdz=113.64.147,i&tvid=tvbfc
LSTime电影台,http://171.110.10.77:8181/tsfile/live/1081_1.m3u8
LSTime电影台,http://iptv.weai.love/live?type=gdjy&ipdz=113.64.147,i&tvid=lxsd
LSTime电影台,http://iptv.weai.love/live?type=gdjy&ipdz=120.84.96,i&tvid=lxsd
LSTime电影台,http://iptv.weai.love/live?type=gxyl&ipdz=171.110.62,i&tvid=lxsd
中视,rtmp://59.124.75.147/sat/tv091
中视,rtmp://59.124.75.150/sat/tv091
中视,rtmp://59.124.75.147:1935/sat/tv091
中视,rtmp://59.124.75.150:1935/sat/tv091
华视,rtmp://59.124.75.147/sat/tv111
华视,rtmp://59.124.75.150/sat/tv111
华视,rtmp://59.124.75.147:1935/sat/tv111
华视,rtmp://59.124.75.150:1935/sat/tv111
台视,rtmp://59.124.75.147/sat/tv071
台视,rtmp://59.124.75.150/sat/tv071
台视,rtmp://59.124.75.147:1935/sat/tv071
台视,rtmp://59.124.75.150:1935/sat/tv071
民视,rtmp://59.124.75.147/sat/tv051
民视,rtmp://59.124.75.150/sat/tv051
民视,rtmp://59.124.75.147:1935/sat/tv051
民视,rtmp://59.124.75.150:1935/sat/tv051
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森超视,rtmp://59.124.75.147/sat/tv331
东森超视,rtmp://59.124.75.150/sat/tv331
东森超视,rtmp://59.124.75.147:1935/sat/tv331
东森超视,rtmp://59.124.75.150:1935/sat/tv331
东森财经新闻台,rtmp://59.124.75.147/sat/tv571
东森财经新闻台,rtmp://59.124.75.150/sat/tv571
东森财经新闻台,rtmp://59.124.75.147:1935/sat/tv571
东森财经新闻台,rtmp://59.124.75.150:1935/sat/tv571
东森电影台,http://iptv.weai.love/live?type=gdjy&ipdz=113.64.147,i&tvid=dsdy
东森电影台,http://iptv.weai.love/live?type=gdjy&ipdz=120.84.96,i&tvid=dsdy
东森电影台,http://iptv.weai.love/live?type=gxyl&ipdz=171.110.62,i&tvid=dsdy
东森洋片台,http://iptv.weai.love/live?type=gdjy&ipdz=113.64.147,i&tvid=dsyp
东森洋片台,http://iptv.weai.love/live?type=gdjy&ipdz=120.84.96,i&tvid=dsyp
TVBS新闻台,rtmp://59.124.75.147/sat/tv551
TVBS新闻台,rtmp://59.124.75.150/sat/tv551
TVBS新闻台,rtmp://59.124.75.147:1935/sat/tv551
TVBS新闻台,rtmp://59.124.75.150:1935/sat/tv551
TVBS欢乐台,rtmp://59.124.75.147/sat/tv421
TVBS欢乐台,rtmp://59.124.75.150/sat/tv421
TVBS欢乐台,rtmp://59.124.75.154:1935/sat/tv421
TVBS欢乐台,rtmp://59.124.75.145:1935/sat/tv421
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
纬来育乐台,rtmp://59.124.75.147/sat/tv701
纬来育乐台,rtmp://59.124.75.150/sat/tv701
纬来育乐台,rtmp://59.124.75.147:1935/sat/tv701
纬来育乐台,rtmp://59.124.75.150:1935/sat/tv701
纬来日本台,rtmp://59.124.75.147/sat/tv771
纬来日本台,rtmp://59.124.75.150/sat/tv771
纬来日本台,rtmp://59.124.75.147:1935/sat/tv771
纬来日本台,rtmp://59.124.75.150:1935/sat/tv771



体育频道,#genre#
CCTV16,http://39.135.41.243/PLTV/88888888/224/3221226716/index.m3u8?hls
深圳体育,http://171.110.10.77:8181/tsfile/live/1116_1.m3u8
深圳体育,http://wtv.weetai.cn/iptv/2022/tyzb16.php?id=sztyjk
深圳体育,http://iptv.weai.love/live?type=gdjy&ipdz=113.64.147,i&tvid=sztyjk
广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8
广东体育,http://183.63.15.42:9901/tsfile/live/1001_1.m3u8
广东体育,http://171.110.10.77:8181/tsfile/live/1001_1.m3u8
广东体育,http://fyld.eatuo.com:9901/tsfile/live/1012_1.m3u8
纬来体育台,rtmp://59.124.75.147/sat/tv721
纬来体育台,rtmp://59.124.75.150/sat/tv721
纬来体育台,rtmp://59.124.75.147:1935/sat/tv721
纬来体育台,rtmp://59.124.75.150:1935/sat/tv721
ELEVEN体育一台,rtmp://59.124.75.147/sat/tv731
ELEVEN体育一台,rtmp://59.124.75.150/sat/tv731
ELEVEN体育一台,rtmp://59.124.75.147:1935/sat/tv731
ELEVEN体育一台,rtmp://59.124.75.150:1935/sat/tv731
ELEVEN体育二台,rtmp://59.124.75.147/sat/tv741
ELEVEN体育二台,rtmp://59.124.75.150/sat/tv741
ELEVEN体育二台,rtmp://59.124.75.147:1935/sat/tv741
ELEVEN体育二台,rtmp://59.124.75.150:1935/sat/tv741
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
魅力足球,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000148&playtoken=ABCDEFGH&auth=no
劲爆体育,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000146&playtoken=ABCDEFGH&auth=no
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
百事通1,http://111.40.196.38/PLTV/88888888/224/3221225693/index.m3u8
百事通2,http://111.40.196.38/PLTV/88888888/224/3221225709/index.m3u8
百事通3,http://111.40.196.38/PLTV/88888888/224/3221225717/index.m3u8
百事通4,http://111.40.196.38/PLTV/88888888/224/3221225739/index.m3u8

咪咕信号,#genre#
咪咕赛事01,http://39.135.134.67/000000001000/3000000001000005969/index.m3u8
咪咕赛事02,http://39.135.134.67/000000001000/3000000001000005308/index.m3u8
咪咕赛事03,http://39.135.134.67/000000001000/3000000001000008379/index.m3u8
咪咕赛事04,http://39.135.134.67/000000001000/3000000001000007218/index.m3u8
咪咕赛事05,http://39.135.134.67/000000001000/3000000001000008001/index.m3u8
咪咕赛事06,http://39.135.134.67/000000001000/3000000001000008176/index.m3u8
咪咕赛事07,http://39.135.134.67/000000001000/3000000001000010948/index.m3u8
咪咕赛事08,http://39.135.134.67/000000001000/3000000001000026778/index.m3u8
咪咕赛事09,http://39.135.134.67/000000001000/3000000001000028638/index.m3u8
咪咕赛事10,http://39.135.134.67/000000001000/3000000001000031494/index.m3u8

咪咕体育01,http://39.135.41.243/PLTV/88888888/224/3221226764/index.m3u8?hls
咪咕体育02,http://39.135.41.243/PLTV/88888888/224/3221226743/index.m3u8?hls
咪咕体育03,http://39.135.41.243/PLTV/88888888/224/3221226760/index.m3u8?hls
咪咕体育04,http://39.135.41.243/PLTV/88888888/224/3221226762/index.m3u8?hls
咪咕体育05,http://39.135.41.243/PLTV/88888888/224/3221226766/index.m3u8?hls
咪咕体育06,http://39.135.41.243/PLTV/88888888/224/3221226770/index.m3u8?hls
咪咕体育07,http://39.135.41.243/PLTV/88888888/224/3221226772/index.m3u8?hls
咪咕体育08,http://39.135.41.243/PLTV/88888888/224/3221226774/index.m3u8?hls
咪咕体育09,http://39.135.41.243/PLTV/88888888/224/3221226776/index.m3u8?hls
咪咕体育10,http://39.135.41.243/PLTV/88888888/224/3221226778/index.m3u8?hls
咪咕体育11,http://39.135.41.243/PLTV/88888888/224/3221226780/index.m3u8?hls
咪咕体育12,http://39.135.41.243/PLTV/88888888/224/3221226782/index.m3u8?hls
咪咕体育13,http://39.135.41.243/PLTV/88888888/224/3221226786/index.m3u8?hls
咪咕体育14,http://39.135.41.243/PLTV/88888888/224/3221226788/index.m3u8?hls
咪咕体育15,http://39.135.41.243/PLTV/88888888/224/3221226789/index.m3u8?hls
咪咕体育16,http://39.135.41.243/PLTV/88888888/224/3221226790/index.m3u8?hls
咪咕体育17,http://39.135.41.243/PLTV/88888888/224/3221226791/index.m3u8?hls
咪咕体育18,http://39.135.41.243/PLTV/88888888/224/3221226792/index.m3u8?hls
咪咕体育19,http://39.135.41.243/PLTV/88888888/224/3221226793/index.m3u8?hls
咪咕体育20,http://39.135.41.243/PLTV/88888888/224/3221226794/index.m3u8?hls
咪咕体育21,http://39.135.41.243/PLTV/88888888/224/3221226795/index.m3u8?hls
咪咕体育22,http://39.135.41.243/PLTV/88888888/224/3221226796/index.m3u8?hls
咪咕体育23,http://39.135.41.243/PLTV/88888888/224/3221226797/index.m3u8?hls
咪咕体育24,http://39.135.41.243/PLTV/88888888/224/3221226798/index.m3u8?hls
咪咕体育25,http://39.135.41.243/PLTV/88888888/224/3221226799/index.m3u8?hls
咪咕体育26,http://39.135.41.243/PLTV/88888888/224/3221226801/index.m3u8?hls
咪咕体育27,http://39.135.41.243/PLTV/88888888/224/3221226758/index.m3u8?hls
咪咕体育28,http://39.135.41.243/PLTV/88888888/224/3221226768/index.m3u8?hls

咪咕01,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225769/index.m3u8
咪咕02,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225786/index.m3u8
咪咕03,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225792/index.m3u8
咪咕04,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225793/index.m3u8
咪咕05,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225799/index.m3u8
咪咕06,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225817/index.m3u8
咪咕07,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225834/index.m3u8
咪咕08,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225840/index.m3u8
咪咕09,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
咪咕10,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225843/index.m3u8
咪咕11,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225848/index.m3u8
咪咕12,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225851/index.m3u8
咪咕13,http://39.135.42.203/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225860/index.m3u8

MIGU1,http://111.13.42.234/PLTV/88888888/224/3221226377/1.m3u8
MIGU2,http://111.13.42.234/PLTV/88888888/224/3221226393/1.m3u8
MIGU3,http://111.13.42.234/PLTV/88888888/224/3221226896/1.m3u8


少儿频道,#genre#
小猪佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
嘉佳卡通,http://220.182.45.198:20088/tsfile/live/1005_1.m3u8
嘉佳卡通,http://171.110.10.77:8181/tsfile/live/1068_1.m3u8
金鹰卡通,http://220.182.45.198:20088/tsfile/live/1007_1.m3u8
嘉佳卡通,http://183.27.249.86:9901/tsfile/live/1005_1.m3u8
哈哈炫动,http://112.64.50.254:9901/tsfile/live/1006_1.m3u8
哈哈炫动,http://b1batman.qicp.vip:8055/udp/239.45.1.55:5140
央视少儿,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8?zyangd
卡酷少儿,http://124.126.5.153:9901/tsfile/live/1026_1.m3u8
卡酷少儿,http://220.182.45.198:20088/tsfile/live/1006_1.m3u8
卡酷少儿,http://b1batman.qicp.vip:8055/udp/239.45.0.8:5140
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?zfud
甘肃少儿,http://39.134.32.102:6610/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
福建少儿,http://218.104.239.114:9901/tsfile/live/1011_1.m3u8
海绵宝宝,http://txtest-xp2p.p2p.huya.com/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.xs
猫和老鼠,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
喜羊羊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
海贼王,http://txtest-xp2p.p2p.huya.com/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs
名贞探柯南,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
童年经典,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
怀旧动画,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
小品,http://txtest-xp2p.p2p.huya.com/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.xs

北京地方,#genre#
BTV科教,http://124.126.5.153:9901/tsfile/live/1019_1.m3u8
BTV文艺,http://124.126.5.153:9901/tsfile/live/1018_1.m3u8
BTV财经,http://124.126.5.153:9901/tsfile/live/1021_1.m3u8
BTV生活,http://124.126.5.153:9901/tsfile/live/1023_1.m3u8
BTV影视,http://124.126.5.153:9901/tsfile/live/1020_1.m3u8
BTV青年,http://124.126.5.153:9901/tsfile/live/1024_1.m3u8
BTV新闻,http://124.126.5.153:9901/tsfile/live/1025_1.m3u8

上海地方,#genre#
上海纪实,http://39.135.34.144:8080/000000001000/1000000001000016545/index.m3u8?test/PLTV/=02
上海纪实,http://171.110.10.77:8181/tsfile/live/1058_1.m3u8
上海纪实,http://112.64.50.254:9901/tsfile/live/1004_1.m3u8
上海都市,http://112.64.50.254:9901/tsfile/live/1003_1.m3u8
新闻综合,http://112.64.50.254:9901/tsfile/live/1002_1.m3u8
哈哈炫动,http://112.64.50.254:9901/tsfile/live/1006_1.m3u8
东方影视,http://112.64.50.254:9901/tsfile/live/1005_1.m3u8
第一财经,http://112.64.50.254:9901/tsfile/live/1011_1.m3u8
生活时尚,http://112.64.50.254:9901/tsfile/live/1013_1.m3u8
全纪实,http://112.64.50.254:9901/tsfile/live/1014_1.m3u8
都市剧场,http://112.64.50.254:9901/tsfile/live/1016_1.m3u8
欢笑剧场,http://112.64.50.254:9901/tsfile/live/1017_1.m3u8
五星体育,http://112.64.50.254:9901/tsfile/live/1021_1.m3u8
上海外语,http://112.64.50.254:9901/tsfile/live/1007_1.m3u8
法制天地,http://112.64.50.254:9901/tsfile/live/1010_1.m3u8
金色学堂,http://112.64.50.254:9901/tsfile/live/1012_1.m3u8
陶瓷,http://112.64.50.254:9901/tsfile/live/1024_1.m3u8


全纪实,http://111.20.33.70/PLTV/88888893/224/3221226580/index.m3u8
游戏风云,http://111.20.33.70/PLTV/88888893/224/3221226579/index.m3u8
MAX极速汽车,http://111.20.33.70/PLTV/88888893/224/3221226574/index.m3u8
欢笑剧场,http://111.20.33.70/PLTV/88888893/224/3221226582/index.m3u8
都市剧场,http://111.20.33.70/PLTV/88888893/224/3221226581/index.m3u8
游戏风云,http://111.20.33.70/PLTV/88888893/224/3221226803/index.m3u8

上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
MAX极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8

劲爆体育,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000146&playtoken=ABCDEFGH&auth=no
魅力足球,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000148&playtoken=ABCDEFGH&auth=no
全纪实,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000147&playtoken=ABCDEFGH&auth=no
MAX极速汽车,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=G53F3950V21307D1T74A05E7BJ740C03ABM79008A21I1CD9C8B7K98BDA6&programid=4200000153&playtoken=ABCDEFGH&auth=no

广东地方,#genre#
广东体育,http://171.110.10.77:8181/tsfile/live/1001_1.m3u8
广东新闻,http://171.110.10.77:8181/tsfile/live/1004_1.m3u8
广东经济,http://171.110.10.77:8181/tsfile/live/1003_1.m3u8
广东影视,http://171.110.10.77:8181/tsfile/live/1008_1.m3u8
广东少儿,http://171.110.10.77:8181/tsfile/live/1009_1.m3u8
广东珠江,http://171.110.10.77:8181/tsfile/live/1073_1.m3u8
岭南戏曲,http://171.110.10.77:8181/tsfile/live/1109_1.m3u8
深圳财经,http://171.110.10.77:8181/tsfile/live/1114_1.m3u8
深圳都市,http://171.110.10.77:8181/tsfile/live/1112_1.m3u8
深圳电视剧,http://171.110.10.77:8181/tsfile/live/1113_1.m3u8
深圳体育,http://171.110.10.77:8181/tsfile/live/1116_1.m3u8
